gene,level 1,level 2,level 3,level 4,level 5,level 6,level 7,level 8,level 9,level 10,level 11,level 12,level 13,level 14,level 15,level 16,level 17,level 18,level 19,level 20,level 21,level 22,level 23,level 24,level 25,level 26,level 27,level 28,level 29,level 30,level 31,level 32,level 33,level 34,level 35,level 36,level 37,level 38,level 39,level 40,level 41,level 42,level 43,level 44,level 45,level 46,level 47,level 48,level 49,level 50,level 51,level 52
YIL133C,-2.661,-1.391,-2.068,0.405,-0.77,-0.863,-0.882,-1.163,-0.981,-0.09699999999999999,0.226,0.021,0.09300000000000001,0.282,-0.35,-0.39,-0.34,-0.33299999999999996,-0.36700000000000005,-0.857,-0.746,-0.6970000000000001,-0.177,-0.485,-0.765,-0.5,-1.137,-0.885,-0.677,-0.5539999999999999,-0.16,-0.27,-1.038,-0.7170000000000001,-0.098,0.201,-0.098,0.08900000000000001,-0.409,0.027999999999999997,0.127,-0.369,0.077,-0.091,-0.136,0.35,0.196,0.028999999999999998,0.20800000000000002,0.18,0.187,-0.038
YOR317W,1.89,2.002,1.15,-0.505,0.11599999999999999,0.25,0.358,0.72,0.46,-1.089,-1.235,-1.075,-1.3459999999999999,-1.4480000000000002,-0.6890000000000001,-1.195,-1.091,-0.7759999999999999,-0.755,-0.627,-0.905,-0.5710000000000001,-0.053,0.071,0.225,0.6709999999999999,0.32299999999999995,0.48100000000000004,-0.212,-0.519,0.031,0.003,1.038,1.119,-0.127,0.18,0.755,0.5920000000000001,0.708,0.24,-0.5670000000000001,0.22399999999999998,-0.157,0.102,-0.087,-0.125,-0.8540000000000001,-0.036000000000000004,-0.11199999999999999,0.35600000000000004,0.113,-0.792
YIL019W,-2.144,-2.215,-1.078,0.5770000000000001,-0.955,-1.189,-1.436,-0.295,-0.604,0.023,0.19699999999999998,0.297,0.621,0.371,-0.36,0.1,0.2,-0.919,-1.125,-1.105,-1.2590000000000001,-0.6,-1.475,-1.143,0.498,-0.344,-0.418,0.08199999999999999,0.35,0.425,0.092,0.34600000000000003,0.8079999999999999,0.988,0.047,0.268,0.163,-0.489,0.129,-0.091,0.787,0.67,0.45299999999999996,0.436,0.276,0.41,0.488,-0.106,-0.35200000000000004,-0.21,0.10400000000000001,0.46299999999999997
YOR004W,-2.188,-1.705,-1.6669999999999998,0.493,-1.859,-0.73,-1.915,-0.665,-1.642,-0.1,0.065,0.18899999999999997,0.309,-0.263,-0.239,0.292,0.313,-1.495,-1.463,-1.305,-0.981,-1.297,-1.3969999999999998,-1.837,-0.209,-0.41200000000000003,0.07200000000000001,-0.37799999999999995,0.14800000000000002,0.617,0.03,-0.301,0.247,0.474,-0.34,-0.121,-0.835,-0.946,-0.025,-0.242,-0.22,0.303,0.24,0.061,0.076,0.7140000000000001,0.327,-0.012,-0.461,-0.46799999999999997,0.057999999999999996,-1.083
YIR007W,0.532,0.8859999999999999,0.7709999999999999,-0.72,0.648,0.602,0.895,0.9109999999999999,0.7070000000000001,0.0,-0.019,-0.043,0.017,0.135,0.16,0.38,0.63,0.573,0.9259999999999999,1.036,1.495,1.028,0.645,0.193,-0.142,-0.021,0.392,0.044000000000000004,0.32,-0.336,0.012,0.051,-0.067,-0.043,-0.094,-0.09300000000000001,-0.266,0.114,-0.012,-0.07200000000000001,-0.268,-0.028999999999999998,0.02,-0.24100000000000002,-0.040999999999999995,-0.5,-0.264,-0.067,-0.815,-0.28,0.069,-0.355
YEL060C,1.041,2.351,0.6579999999999999,-0.41200000000000003,-0.066,1.2890000000000001,0.524,0.514,-0.32299999999999995,1.7730000000000001,0.0,-0.155,0.34,0.046,0.0,-0.184,-0.158,0.93,1.264,0.9740000000000001,1.252,1.367,0.517,0.136,0.445,0.126,0.889,0.384,0.295,-0.153,-0.057,0.32299999999999995,-0.006999999999999999,-0.17800000000000002,0.6,0.127,0.722,0.685,-0.22699999999999998,0.11199999999999999,-0.026000000000000002,-0.24600000000000002,-0.113,-0.242,-0.035,-0.784,-0.616,-0.035,0.05,-0.013999999999999999,-0.102,1.103
YOR113W,0.9209999999999999,1.042,-0.049,-0.457,0.484,0.569,0.47100000000000003,0.311,0.221,-0.126,0.156,0.292,-0.102,0.085,0.17,-0.14400000000000002,-0.322,0.519,0.695,0.445,0.262,0.5670000000000001,0.862,0.493,0.605,0.503,0.35700000000000004,0.495,-0.037000000000000005,0.285,0.132,0.099,-0.035,-0.109,0.09300000000000001,0.628,1.133,0.772,-0.677,0.738,0.451,-0.629,0.106,-0.327,-0.268,0.17800000000000002,-0.145,0.075,0.364,0.22,0.255,0.45399999999999996
YKR003W,1.036,1.2570000000000001,0.8,-0.293,0.9490000000000001,0.919,1.228,1.4409999999999998,0.040999999999999995,0.485,0.503,0.731,0.505,0.23,0.39299999999999996,0.514,0.581,0.998,0.971,0.866,1.219,0.9079999999999999,0.608,0.845,-0.013999999999999999,0.655,0.7290000000000001,0.563,0.259,0.596,-0.004,0.35,0.857,0.64,-0.225,-0.042,0.18100000000000002,0.15,-0.032,0.083,-0.302,0.171,0.222,0.278,0.121,0.027999999999999997,0.32,-0.096,0.299,0.121,0.032,0.466
YMR315W,2.044,2.21,1.659,-0.17,1.177,1.099,0.82,0.163,0.759,0.342,0.01,0.019,-0.355,-0.24100000000000002,0.336,0.46,0.47600000000000003,0.7040000000000001,0.785,0.902,0.846,1.036,0.395,0.499,-0.046,0.532,0.741,0.475,0.284,-0.313,-0.018000000000000002,0.14400000000000002,-0.29100000000000004,-0.16,-0.22399999999999998,-0.035,-0.215,-0.025,-0.42700000000000005,-0.669,-0.595,-0.632,-0.701,-0.742,-0.568,-0.213,-0.141,-0.021,0.313,0.29100000000000004,0.12300000000000001,0.365
YLR251W,2.633,2.638,1.709,-0.888,1.454,1.419,1.155,0.5529999999999999,0.24600000000000002,0.5429999999999999,0.33899999999999997,0.147,0.094,0.369,0.168,0.046,0.111,1.001,1.185,1.022,1.158,1.186,0.7240000000000001,0.489,0.13699999999999998,1.1,0.887,0.958,0.418,-0.07,0.001,0.207,-0.066,-0.43799999999999994,-0.024,-0.276,-0.418,-0.18899999999999997,-0.501,-0.6609999999999999,-1.1840000000000002,-0.51,-0.595,-0.5379999999999999,-0.14800000000000002,-0.42200000000000004,-0.226,0.037000000000000005,0.37,-0.156,0.23,-0.025
YGR201C,0.9,-0.611,1.011,-0.5670000000000001,0.253,0.415,0.616,0.606,0.43799999999999994,0.426,0.078,0.064,0.653,0.556,-0.07,0.24,0.18,0.135,0.134,0.542,0.499,0.555,-0.048,0.308,-0.09300000000000001,0.33399999999999996,0.156,0.035,0.36700000000000005,0.649,0.31,1.092,0.42700000000000005,0.155,0.505,0.65,0.55,0.054000000000000006,-0.374,0.105,0.08,0.299,0.326,0.08800000000000001,0.342,-0.28,0.077,-0.085,0.11699999999999999,0.21,0.105,0.451
YMR116C,-3.049,-1.7009999999999998,-2.189,0.423,-0.8009999999999999,-0.69,-0.8140000000000001,-1.4080000000000001,-0.43,-0.45299999999999996,-0.289,-0.345,-0.025,-0.125,-0.203,-0.491,-0.777,-0.502,-0.59,-0.679,-1.028,-0.94,-0.084,-0.46,-0.812,-0.7659999999999999,-0.971,-1.092,-0.528,-0.773,-0.094,0.24,-1.199,-1.022,-0.08199999999999999,0.716,0.737,0.36700000000000005,-0.848,-0.33799999999999997,0.306,-0.6629999999999999,-0.217,-0.324,0.006999999999999999,0.335,0.057,-0.102,-0.496,0.293,0.146,-0.27399999999999997
YHR097C,1.7819999999999998,1.115,0.883,-0.802,0.963,1.29,0.732,0.8029999999999999,0.789,0.39399999999999996,-0.11800000000000001,0.06,-0.14300000000000002,-0.113,0.27399999999999997,0.17300000000000001,0.43200000000000005,0.804,0.672,0.888,1.169,1.077,0.522,0.47600000000000003,-0.435,-0.215,0.479,0.21899999999999997,0.122,-0.006,-0.345,-0.171,-0.228,-0.33,0.297,-0.212,-0.46399999999999997,0.095,-0.303,0.026000000000000002,-0.218,-0.5710000000000001,-0.602,-0.465,-0.252,-0.40700000000000003,-0.157,-0.06,-0.105,0.126,0.19699999999999998,0.38299999999999995
YNL009W,1.56,0.667,1.087,0.18899999999999997,-0.99,0.39,0.19399999999999998,0.69,0.299,0.212,0.096,0.133,0.20800000000000002,0.192,-0.028999999999999998,0.098,0.2,0.645,0.18600000000000003,0.434,0.16899999999999998,0.385,0.23800000000000002,0.107,-0.008,0.491,0.667,0.18899999999999997,0.47100000000000003,0.7140000000000001,0.059000000000000004,0.377,0.7090000000000001,0.41100000000000003,0.054000000000000006,0.06,0.17,0.051,0.36700000000000005,0.047,0.003,0.11599999999999999,0.222,-0.006,1.23,0.023,0.01,-0.225,-0.152,-0.017,0.14300000000000002,0.42200000000000004
YMR169C,4.896,2.08,1.72,-0.18,0.68,0.38,1.761,0.94,1.02,-0.04,-0.22,0.09,0.05,0.0,0.18,0.22,0.0,0.35,1.022,0.02,0.899,0.55,0.28,0.53,-0.326,-0.006999999999999999,0.35,-0.03,-0.04,0.47,-0.11,0.42,0.53,-0.076,-1.443,0.49,-0.06,0.24,-0.16,-0.05,-0.11,-0.5379999999999999,-0.155,-0.39,-0.09,-0.06,-0.429,-0.02,0.31,0.02,0.16,0.48
YBL068W,-1.26,-0.64,-1.0,0.39,-1.3,-1.19,-1.11,-0.57,-1.858,-0.16,-0.1,0.2,0.07,-0.03,-0.013000000000000001,0.36200000000000004,0.151,-0.59,-0.49,-0.34,-0.42,-0.26,-0.36,-1.304,-0.636,-0.275,-0.97,-0.56,-0.55,-0.65,-0.23,-0.52,0.09,0.37,0.067,0.009000000000000001,0.106,-0.23800000000000002,0.207,-0.15,0.067,-0.1,0.24,-0.21,-0.27,0.326,-0.03,-0.04,0.213,-0.142,0.154,-0.038
YGR244C,-0.23399999999999999,0.17300000000000001,-0.449,-0.19,1.3530000000000002,1.489,1.5959999999999999,1.29,1.002,-0.064,0.259,0.301,-0.11699999999999999,0.035,0.3,0.4,0.07,0.836,1.011,0.836,1.0659999999999998,1.1540000000000001,0.5579999999999999,0.532,0.473,0.395,1.524,1.411,0.8240000000000001,0.29600000000000004,0.429,0.7879999999999999,1.611,0.41,-0.155,0.34299999999999997,0.04,-0.043,0.03,0.111,0.08900000000000001,-0.43700000000000006,-0.728,-0.377,0.021,0.29,0.027000000000000003,-0.08900000000000001,0.215,0.33,0.095,0.32899999999999996
YIL158W,-1.4269999999999998,-1.415,-0.895,-0.179,-0.63,-0.505,-0.17800000000000002,-0.174,-0.8290000000000001,-0.078,-0.266,-0.647,-0.439,-0.4,-0.66,-0.5,-0.54,-0.871,-1.218,-1.117,-1.0190000000000001,-0.929,-0.7659999999999999,-0.37799999999999995,-0.12,-1.249,-0.812,-0.544,-0.331,-0.242,-0.6629999999999999,-0.56,0.375,0.11199999999999999,0.44,-0.29,-0.19399999999999998,-0.7240000000000001,-0.725,-0.315,-0.209,0.309,-0.084,0.555,-0.102,0.17,0.184,-0.083,0.174,-0.08,0.18,-0.254
YER142C,1.206,1.389,1.121,-0.39299999999999996,0.198,0.11800000000000001,0.327,0.335,-0.299,0.716,0.7759999999999999,0.626,0.46299999999999997,0.611,0.462,0.46799999999999997,0.633,0.922,0.982,1.013,1.0290000000000001,1.169,0.21600000000000003,0.387,0.631,1.226,1.357,1.358,1.198,0.401,-0.142,0.078,0.114,0.39799999999999996,-0.602,-0.301,-0.7959999999999999,-0.506,-0.429,-0.617,-0.893,-0.221,-0.195,0.147,-0.04,0.012,0.215,-0.071,0.02,0.022000000000000002,0.10800000000000001,0.157
YLR080W,1.73,2.273,1.607,-0.20800000000000002,1.3090000000000002,1.445,1.5659999999999998,1.07,-0.235,0.634,0.848,0.6709999999999999,0.8370000000000001,0.6509999999999999,0.446,0.524,0.46299999999999997,0.596,0.903,1.195,1.1059999999999999,0.8340000000000001,0.319,0.789,0.342,0.17300000000000001,1.197,0.41,1.379,0.6559999999999999,0.27899999999999997,0.33399999999999996,0.535,0.265,0.36200000000000004,0.078,0.282,0.11699999999999999,0.026000000000000002,-0.218,0.057999999999999996,0.193,-0.19399999999999998,0.196,0.345,0.091,0.21899999999999997,-0.177,0.623,-0.065,0.062,0.081
YDR417C,-2.536,-1.5390000000000001,-1.709,0.489,-0.621,-1.052,-0.45,-0.836,-0.741,-0.151,-0.012,-0.111,-0.013999999999999999,-0.09300000000000001,0.048,-0.019,-0.406,-0.215,-0.146,-0.379,-0.35200000000000004,-0.28,0.15,-0.6940000000000001,-0.5479999999999999,0.022000000000000002,-1.06,-0.8009999999999999,-0.537,-0.87,-0.127,-0.171,-0.5760000000000001,-0.491,0.157,0.24100000000000002,0.168,0.071,-0.616,-0.337,0.11599999999999999,-0.34299999999999997,-0.11199999999999999,-0.142,-0.064,0.64,0.22699999999999998,0.763,-0.052000000000000005,0.515,-0.327,0.075
YDL075W,-2.53,-1.224,-1.375,0.11699999999999999,-1.5219999999999998,-0.935,-0.193,-0.841,-1.39,0.049,0.092,-0.026000000000000002,0.12300000000000001,-0.03,0.0,-0.16699999999999998,-0.218,-0.344,-0.442,-0.35600000000000004,-0.475,-0.757,-0.084,-0.434,0.415,0.322,-0.37200000000000005,-0.649,-0.43,-0.40299999999999997,-0.28600000000000003,-0.37,-0.424,-0.195,1.27,-0.128,0.043,0.214,-0.586,-0.21100000000000002,1.021,-0.013999999999999999,0.14,0.10300000000000001,0.415,0.7,0.542,0.905,0.19,0.335,-0.49700000000000005,-0.195
YOR226C,-0.8690000000000001,-1.0490000000000002,-0.12300000000000001,-1.138,-0.23199999999999998,-0.29100000000000004,0.445,0.983,-0.298,0.384,1.287,0.9640000000000001,1.0959999999999999,1.052,1.464,1.153,1.2819999999999998,1.317,1.47,1.245,1.3519999999999999,1.344,0.69,0.374,-0.8029999999999999,-0.242,0.0,-0.033,0.043,-0.05,0.305,-0.11900000000000001,0.948,0.47600000000000003,0.483,0.043,-0.675,-0.33899999999999997,-0.36200000000000004,-0.48100000000000004,-0.168,0.525,0.45799999999999996,0.737,0.649,0.413,0.7490000000000001,-0.006999999999999999,-0.038,0.207,0.245,0.284
YNL320W,0.787,0.764,0.579,-0.228,0.49200000000000005,0.67,-0.258,-0.375,0.04,0.317,0.32,0.34,0.39899999999999997,0.47100000000000003,0.371,0.627,0.565,0.434,0.619,0.613,0.5539999999999999,0.871,0.475,0.035,0.005,0.47600000000000003,0.187,0.41100000000000003,0.107,0.262,0.36200000000000004,0.257,-0.35600000000000004,-0.13,-0.62,0.157,-0.046,-0.24,-0.309,-0.562,-0.247,-0.165,0.221,-0.14,-0.27399999999999997,0.139,0.0,-0.146,0.18899999999999997,0.127,0.27899999999999997,-0.122
YDL019C,1.16,0.86,0.02,-0.04,0.71,0.28,0.88,0.12,0.49,0.18,0.37,0.44,0.37,0.46,0.33,0.266,0.24,0.72,1.04,0.96,0.5,0.83,0.87,0.25,-0.08,0.364,0.382,0.26,0.3,0.27,0.52,0.16,0.106,-0.02,0.111,0.56,0.64,0.58,-0.03,0.32,0.025,-0.07,0.2,-0.18,0.14,0.25,0.04,0.73,0.209,0.22,-0.41,0.76
YGR100W,0.534,0.516,-0.247,-0.376,0.5589999999999999,0.61,0.7090000000000001,0.315,0.498,0.086,0.552,0.295,0.324,0.27,0.585,0.40299999999999997,0.401,0.568,0.917,0.644,0.6990000000000001,1.092,0.855,0.324,0.413,0.8420000000000001,0.408,0.27,-0.055,1.183,0.22399999999999998,-0.025,-0.142,-0.091,-0.71,0.21,0.345,0.22399999999999998,0.069,0.498,0.89,-0.5589999999999999,-0.18600000000000003,-0.387,-0.257,0.228,0.109,0.027000000000000003,-0.381,0.262,0.27399999999999997,0.146
YCR021C,2.89,1.66,0.93,-0.9690000000000001,-2.019,-2.329,-0.93,-1.939,-1.321,0.87,-0.36,-0.24,-0.24,0.12,0.284,-0.261,-0.115,-1.01,-1.18,-0.98,-0.63,-1.3,-0.9,-1.633,-0.113,-0.41700000000000004,-2.325,-1.764,-1.7280000000000002,-1.4880000000000002,-1.565,-1.203,-2.387,-1.073,0.887,-2.115,-1.088,-0.674,-1.6269999999999998,-1.2429999999999999,-1.109,-0.972,-0.997,-1.892,-1.021,-0.35100000000000003,-0.45,0.031,0.32,0.239,0.126,0.6409999999999999
YOR025W,-1.079,-1.1079999999999999,-0.6859999999999999,-0.127,-0.762,-0.8,-0.598,-0.287,-0.365,-0.191,-0.251,-0.314,-0.6709999999999999,-0.521,-0.5589999999999999,-0.943,-0.773,-0.809,-1.23,-1.037,-1.5019999999999998,-1.442,-0.332,0.285,-0.521,-0.7,-1.391,-1.1,-0.8440000000000001,-0.807,-0.937,-1.128,0.094,0.5529999999999999,-0.557,0.222,-0.165,-0.431,0.151,0.11900000000000001,0.065,-0.172,-0.12,-0.49700000000000005,-0.297,0.26,0.16,-0.09,0.133,-0.057,0.195,-0.126
YOR277C,-1.72,-1.1440000000000001,-1.5390000000000001,0.198,-0.428,-0.488,-0.43700000000000006,-0.82,-0.494,-0.20600000000000002,0.055999999999999994,-0.031,-0.307,-0.16699999999999998,-0.129,-0.244,-0.564,-0.294,-0.233,-0.391,-0.542,-0.644,-0.022000000000000002,-0.531,-0.512,-0.903,-0.696,-0.7090000000000001,-0.547,-0.593,-0.336,-0.324,-0.478,-0.196,0.012,-0.055999999999999994,-0.326,-0.56,-0.637,-0.499,0.066,0.061,0.008,-0.21,0.031,0.34299999999999997,0.111,-0.051,-0.011000000000000001,0.10800000000000001,0.217,0.12
YDR171W,4.011,2.773,2.181,-0.775,0.6759999999999999,0.998,0.581,-0.316,0.831,1.3519999999999999,1.295,1.215,0.9229999999999999,1.239,0.6729999999999999,0.20800000000000002,0.295,2.515,2.5789999999999997,2.315,2.345,2.274,2.0869999999999997,0.508,0.382,0.924,-0.044000000000000004,0.083,-0.366,-0.545,-1.022,-0.643,-1.146,-0.909,0.21,-0.358,-1.109,0.037000000000000005,-0.392,-0.562,-0.16699999999999998,-0.557,-0.821,-0.9570000000000001,0.038,-0.11699999999999999,0.743,0.9159999999999999,0.01,0.35700000000000004,-0.5529999999999999,0.696
YDR077W,1.3659999999999999,1.4580000000000002,1.401,-0.58,1.212,0.912,0.057,-0.47100000000000003,1.369,0.201,0.19699999999999998,-0.002,0.364,0.49,-0.154,0.5920000000000001,0.961,0.034,0.145,0.371,0.851,1.358,0.061,0.647,1.953,2.2359999999999998,0.629,0.723,1.124,0.95,1.376,1.411,-0.526,-0.244,-0.006,1.288,0.785,0.795,0.331,0.499,-0.193,-0.055999999999999994,0.214,0.013999999999999999,0.397,-0.273,-0.098,0.9540000000000001,-0.26,0.335,-0.501,-1.006
YDR502C,1.063,0.38799999999999996,-0.214,0.07200000000000001,-0.968,-0.5720000000000001,0.235,0.7440000000000001,-0.023,-1.004,-1.276,-1.5719999999999998,-1.597,-1.7630000000000001,-0.9990000000000001,-1.421,-1.4969999999999999,-1.107,-1.286,-1.2309999999999999,-1.371,-1.632,-0.545,-0.524,-0.245,0.726,-0.426,-0.602,-0.314,0.11800000000000001,-0.94,-1.321,1.1,1.008,0.39,0.71,-0.49700000000000005,-0.127,-0.196,-0.239,0.03,0.894,0.861,0.325,-0.325,0.125,-0.371,0.6509999999999999,-0.331,0.034,-0.5770000000000001,0.945
YMR229C,-2.22,-1.51,-1.7,0.06,-1.11,-1.09,-1.54,-1.35,0.17,-0.63,-0.35,-0.15,-0.127,-0.11,-0.29,-0.19,-0.54,-1.07,-0.91,-0.64,-1.07,-0.87,-0.48,-0.83,0.37,0.21,-0.33,-0.22,-0.35,0.16,0.27,-0.29,-0.08,0.22,-0.622,0.537,0.8,0.08,0.97,0.85,1.03,-0.08,0.5,-0.15,-0.09,0.63,-0.244,-0.09,0.0,-0.02,0.05,0.18
YOR137C,1.034,1.319,0.617,-0.053,0.8440000000000001,0.163,-0.027000000000000003,-0.259,0.231,0.09699999999999999,0.16,-0.235,-0.17800000000000002,0.19899999999999998,0.21,0.14800000000000002,0.158,0.28600000000000003,0.5720000000000001,0.52,0.41,1.2790000000000001,0.556,0.07200000000000001,0.23399999999999999,1.054,0.498,0.531,-0.218,0.21,0.054000000000000006,0.27699999999999997,-0.132,-0.293,-0.08199999999999999,-0.391,-0.172,-0.10400000000000001,0.152,-0.027000000000000003,0.28800000000000003,-0.7140000000000001,-0.75,-0.904,-1.04,0.14800000000000002,-0.375,-0.005,0.174,0.3,0.289,0.11199999999999999
YJR125C,0.622,1.255,-0.301,-0.451,0.77,0.44,0.8440000000000001,0.408,0.903,0.157,0.5489999999999999,0.5489999999999999,0.317,0.414,0.69,0.88,0.42,0.9129999999999999,1.138,0.826,1.1320000000000001,1.365,0.75,0.312,-0.15,0.307,0.43,0.424,0.217,0.124,0.08900000000000001,0.083,0.248,0.392,-0.005,0.371,-0.142,0.19399999999999998,0.41700000000000004,0.11900000000000001,0.32,-0.20199999999999999,0.053,-0.353,0.156,0.42,0.013000000000000001,0.016,-0.23399999999999999,0.37,0.312,0.271
YFR053C,3.815,2.937,2.32,-1.7530000000000001,3.417,3.002,3.332,2.6519999999999997,1.797,0.763,0.7440000000000001,0.828,0.833,0.8370000000000001,0.242,0.68,0.86,1.227,1.365,1.867,1.8119999999999998,1.7069999999999999,1.125,2.517,0.493,0.564,2.7739999999999996,1.4469999999999998,0.452,-0.479,0.07400000000000001,0.684,0.799,-0.284,0.5429999999999999,0.43700000000000006,1.0759999999999998,0.161,0.08900000000000001,-0.006999999999999999,-0.435,-0.9440000000000001,-0.615,-0.695,-0.17,0.013000000000000001,0.275,-0.084,0.095,0.301,0.055999999999999994,-1.024
YHR137W,1.9069999999999998,1.4240000000000002,1.206,-0.809,1.247,1.672,0.311,1.044,0.48,2.844,0.679,0.602,0.41700000000000004,0.389,1.1,-0.05,-0.08,0.9940000000000001,0.74,0.426,0.052000000000000005,0.019,1.008,1.29,-0.395,-0.22699999999999998,2.238,1.9469999999999998,0.659,-0.966,-0.659,-0.7070000000000001,2.138,2.0869999999999997,0.27399999999999997,0.237,-1.0,-0.7070000000000001,-0.025,-0.51,-0.191,0.847,0.040999999999999995,-0.524,-0.248,0.1,0.368,-0.034,0.228,0.25,0.284,0.079
YBR061C,-1.25,-0.69,-1.05,0.28,-1.29,-0.98,-0.81,-0.38,-1.178,-0.07,0.1,0.09,0.01,0.17,-0.039,0.237,-0.028999999999999998,-0.58,-0.33,-0.39,-0.5,-0.35,-0.3,-0.875,-0.8340000000000001,-1.111,-0.79,-0.58,-0.61,-0.53,-0.48,-0.7,0.06,0.35,0.17800000000000002,-0.035,-0.139,-0.121,0.016,-0.205,0.042,-0.05,-0.06,-0.4,-0.44,0.275,0.05,-0.06,0.293,-0.036000000000000004,0.355,-0.39
YLR345W,2.01,2.125,1.077,-0.784,0.9690000000000001,1.3319999999999999,1.33,0.8220000000000001,0.687,0.44,0.737,0.52,0.42100000000000004,0.39799999999999996,0.49,0.5760000000000001,0.5760000000000001,1.431,1.329,0.925,1.371,1.295,0.9059999999999999,0.953,0.863,0.7140000000000001,1.266,1.02,-0.009000000000000001,0.456,0.034,0.34,-0.171,-0.218,0.33299999999999996,-0.264,-0.048,-0.076,-0.040999999999999995,0.10300000000000001,-0.496,-0.39899999999999997,-0.268,-0.39799999999999996,-0.379,0.066,0.179,-0.040999999999999995,0.7390000000000001,0.9,0.179,0.159
YPR142C,-2.044,-1.119,-1.598,0.292,-1.099,-0.263,-1.4140000000000001,-0.723,-1.514,-0.16,0.46799999999999997,0.301,0.188,0.342,-0.41100000000000003,-0.327,-0.168,-1.004,-0.965,-1.0190000000000001,-0.985,-0.706,-0.958,-1.147,0.40700000000000003,-0.792,-0.267,-0.002,0.125,0.035,-0.111,-0.17600000000000002,-0.08199999999999999,0.39799999999999996,-0.027999999999999997,-0.46299999999999997,-1.089,-1.105,-0.33799999999999997,-0.45299999999999996,-0.361,-0.094,-0.106,-0.204,-0.213,0.457,0.3,-0.183,-0.46399999999999997,-0.294,0.018000000000000002,-0.215
YMR174C,2.11,0.85,1.46,-0.478,0.755,1.43,1.551,0.9590000000000001,0.49,0.05,0.03,-0.19,0.12,0.1,0.19,0.16,0.34,0.252,0.27,0.33,0.47,0.39,-0.05,0.31,-0.07,0.14,1.145,0.6829999999999999,0.29,0.20600000000000002,0.147,-0.046,1.181,0.695,0.54,0.34,0.44,0.24,0.11,0.01,0.21,0.6,0.48,-0.335,-0.19,0.11,0.01,-0.13,0.46,-0.02,-0.03,0.56
YLR214W,-1.344,-0.028999999999999998,-1.7480000000000002,0.858,-2.945,-2.47,-2.924,-2.511,-1.955,0.701,0.316,0.49700000000000005,0.518,0.32799999999999996,0.18,0.35,0.0,-0.275,-0.563,-0.8909999999999999,-0.18899999999999997,-0.815,-0.637,-2.04,-0.489,-0.7290000000000001,-1.072,-0.5,-0.217,0.08199999999999999,-0.14300000000000002,0.20800000000000002,-1.426,-0.64,-0.302,-0.075,-0.06,-0.33899999999999997,0.449,0.609,0.38799999999999996,-0.5429999999999999,-0.19399999999999998,0.027999999999999997,-0.133,0.11199999999999999,-0.172,-0.147,-0.008,0.185,0.171,0.078
YER004W,-0.68,-0.904,-0.442,-0.54,0.51,0.56,-0.69,-0.82,-0.62,0.43,0.48,0.49,0.57,1.05,0.87,0.49,0.66,0.95,1.15,1.5,1.42,1.73,0.53,-0.1,0.17,0.49,0.83,1.02,0.8,0.51,0.8,0.5,-0.767,-0.73,0.43,0.35,-0.16,-0.28,0.07400000000000001,-0.4,-1.2930000000000001,0.342,-0.15,-0.667,0.21,-0.24,-0.16,0.04,-0.29,0.22,0.18,0.65
YPR108W,1.082,1.383,0.627,-0.07400000000000001,0.213,0.636,0.43700000000000006,0.315,-1.0270000000000001,0.732,1.318,1.133,0.9079999999999999,1.137,0.872,0.915,0.807,1.016,1.178,0.855,0.743,1.203,0.525,-0.024,0.14300000000000002,0.81,0.695,0.845,0.579,0.18899999999999997,-0.23199999999999998,-0.218,0.313,0.379,-0.307,-0.299,-0.475,-0.435,-0.261,-0.40399999999999997,-0.142,0.139,0.434,-0.034,0.14,0.7390000000000001,0.612,-0.062,0.547,0.494,0.243,-0.26899999999999996
YLR258W,3.62,2.688,2.056,-1.119,2.177,1.123,1.673,1.3619999999999999,0.7959999999999999,-0.305,0.337,0.261,-0.064,-0.006999999999999999,0.336,0.14300000000000002,0.284,0.785,0.855,0.861,0.821,0.904,0.584,0.604,0.087,0.473,0.647,0.17600000000000002,-0.047,-0.455,0.109,0.019,0.135,-0.41600000000000004,0.203,0.465,0.88,0.228,0.111,0.142,-0.335,-0.516,-0.515,-0.36700000000000005,-0.14300000000000002,-0.386,-0.17300000000000001,-0.091,-0.28600000000000003,0.22399999999999998,0.201,0.304
YBR093C,-0.99,-1.757,-2.233,0.32,-0.78,-0.56,-1.18,-0.39,0.6609999999999999,-0.5,-0.59,-0.7,-0.76,-0.83,-0.462,-0.27899999999999997,-0.9,-1.08,-1.24,-1.09,-1.25,-1.63,-0.35,-0.113,-1.679,-1.4780000000000002,-0.93,-0.74,-0.3,-0.21,0.37,-0.17,-0.04,0.98,-0.131,0.23399999999999999,-0.225,-1.379,0.57,-0.18899999999999997,0.381,1.31,1.78,0.8,0.2,-0.08,-0.33,0.07,0.003,-0.066,0.071,-0.079
YGR214W,-2.515,-1.829,-2.064,0.46799999999999997,-0.498,-0.7929999999999999,-0.395,-0.8190000000000001,-0.313,-0.114,0.105,-0.051,0.132,0.22399999999999998,-0.27,-0.21,-0.28,-0.26899999999999996,-0.327,-0.522,-0.515,-0.475,-0.13699999999999998,-0.469,-1.003,-0.748,-0.973,-0.812,-0.62,-0.7859999999999999,-0.32799999999999996,-0.19399999999999998,-0.764,-0.524,0.514,0.376,0.14800000000000002,0.207,-0.38799999999999996,-0.068,0.28600000000000003,-0.39899999999999997,0.055999999999999994,-0.047,-0.166,0.32,0.166,-0.042,0.003,0.36,0.262,-0.14300000000000002
