title,Javier ratings
Kevin Hart: Laugh at My Pain (2011),
Kevin Smith: Too Fat For 40 (2010),
Key Largo (1948),
"Keys to the House, The (Chiavi di casa, Le) (2004)",
Kick-Ass (2010),
Kick-Ass 2 (2013),
Kickboxer (1989),
Kickboxer 2: The Road Back (1991),
Kickin It Old Skool (2007),
Kicking & Screaming (2005),
Kicking Off (2016),
Kicking and Screaming (1995),
"Kid Stays in the Picture, The (2002)",
"Kid in King Arthur's Court, A (1995)",
Kid's Story (2003),
"Kid, The (1921)",
"Kid, The (2000)",
Kidnapping Mr. Heineken (2015),
"Kidnapping, Caucasian Style (Kavkazskaya plennitsa) (1967)",
Kids (1995),
"Kids Are All Right, The (2010)",
Kids in the Hall: Brain Candy (1996),
Kika (1993),
Kiki's Delivery Service (Majo no takkyûbin) (1989),
Kikujiro (Kikujirô no natsu) (1999),
Kill Bill: Vol. 1 (2003),
Kill Bill: Vol. 2 (2004),
Kill Command (2016),
Kill List (2011),
Kill Me Three Times (2014),
Kill the Irishman (2011),
Kill the Messenger (2014),
Kill! (Kiru) (1968),
Killer Elite (2011),
Killer Joe (2011),
Killer Klowns from Outer Space (1988),
Killer Movie (2008),
"Killer Shrews, The (1959)",
Killer's Kiss (1955),
"Killer, The (Die xue shuang xiong) (1989)",
Killers (2010),
"Killers, The (1946)",
"Killing Fields, The (1984)",
Killing Me Softly (2002),
Killing Them Softly (2012),
Killing Zoe (1994),
"Killing, The (1956)",
Killshot (2008),
Kin-Dza-Dza! (1986),
Kind Hearts and Coronets (1949),
Kindergarten Cop (1990),
Kindergarten Cop 2 (2016),
"Kindred, The (1986)",
King Arthur (2004),
King Kong (1933),
King Kong (1976),
King Kong (2005),
King Kong Lives (1986),
King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),
King Ralph (1991),
King Solomon's Mines (1937),
King Solomon's Mines (1950),
King Solomon's Mines (1985),
"King and I, The (1956)",
"King and I, The (1999)",
"King in New York, A (1957)",
King of California (2007),
King of Comedy (Hei kek ji wong) (1999),
"King of Comedy, The (1983)",
King of Hearts (1966),
King of Kings (1961),
"King of Kong, The (2007)",
"King of Masks, The (Bian Lian) (1996)",
King of New York (1990),
King's Ransom (2005),
"King's Speech, The (2010)",
Kingdom of Heaven (2005),
"Kingdom, The (2007)",
Kingpin (1996),
"Kings of Summer, The (2013)",
Kingsglaive: Final Fantasy XV (2016),
Kingsman: The Golden Circle (2017),
Kingsman: The Secret Service (2015),
Kinky Boots (2005),
Kinsey (2004),
Kirikou and the Sorceress (Kirikou et la sorcière) (1998),
Kiss Kiss Bang Bang (2005),
Kiss Me Deadly (1955),
Kiss Me Goodbye (1982),
Kiss Me Kate (1953),
"Kiss Me, Guido (1997)",
"Kiss Me, Stupid (1964)",
Kiss me Kismet (2006),
Kiss of Death (1995),
Kiss of the Dragon (2001),
Kiss of the Spider Woman (1985),
Kiss the Girls (1997),
Kissed (1996),
Kissing Jessica Stein (2001),
Kit Kittredge: An American Girl (2008),
Kitchen Stories (Salmer fra kjøkkenet) (2003),
Kite (2014),
"Kite Runner, The (2007)",
Kizumonogatari II: Passionate Blood (2016),
Kizumonogatari III: Cold Blood (2017),
Kizumonogatari Part 1: Tekketsu (2016),
Klute (1971),
Knife in the Water (Nóz w wodzie) (1962),
Knight and Day (2010),
"Knight's Tale, A (2001)",
Knights of Badassdom (2013),
Knock Knock (2015),
Knock Off (1998),
Knockaround Guys (2002),
Knocked Up (2007),
Knockin' on Heaven's Door (1997),
"Knot, The (2012)",
Knowing (2009),
Kolya (Kolja) (1996),
Kong: Skull Island (2017),
Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),
Krabat (2008),
Kramer vs. Kramer (1979),
Krampus (2015),
"Krays, The (1990)",
Krippendorf's Tribe (1998),
Krull (1983),
Kubo and the Two Strings (2016),
Kuffs (1992),
Kull the Conqueror (1997),
Kundun (1997),
Kung Fu Hustle (Gong fu) (2004),
Kung Fu Panda (2008),4.5
Kung Fu Panda 2 (2011),4
Kung Fu Panda 3 (2016),
Kung Fu Panda: Secrets of the Furious Five (2008),
Kung Fu Panda: Secrets of the Masters (2011),
Kung Fury (2015),
Kung Pow: Enter the Fist (2002),
Kurt & Courtney (1998),
Kurt Cobain: Montage of Heck (2015),
Kwaidan (Kaidan) (1964),
L.A. Confidential (1997),
L.A. Slasher (2015),
L.A. Story (1991),
L.I.E. (2001),
LBJ (2017),
LEGO Batman: The Movie - DC Heroes Unite (2013),
LEGO DC Super Hero Girls: Brain Drain (2017),
LOL (2012),
La Belle Verte (1996),
La Cérémonie (1995),
La La Land (2016),
La cravate (1957),
La vérité si je mens ! (1997),
Labyrinth (1986),4
Ladder 49 (2004),
"Ladies Man, The (2000)",
Lady Bird (2017),
"Lady Eve, The (1941)",
Lady Jane (1986),
"Lady Vanishes, The (1938)",
Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005),
"Lady and the Duke, The (Anglaise et le duc, L') (2001)",
Lady and the Tramp (1955),
"Lady from Shanghai, The (1947)",
Lady in White (a.k.a. The Mystery of the Lady in White) (1988),
Lady in the Water (2006),
Ladybird Ladybird (1994),
Ladybugs (1992),
Ladyhawke (1985),
"Ladykillers, The (1955)",
"Ladykillers, The (2004)",
Lagaan: Once Upon a Time in India (2001),
Laggies (2014),
"Lake House, The (2006)",
Lake Placid (1999),
Lakeview Terrace (2008),
Lamerica (1994),
Lammbock (2001),
Land Before Time III: The Time of the Great Giving (1995),
"Land Before Time, The (1988)",
"Land That Time Forgot, The (1975)",
Land and Freedom (Tierra y libertad) (1995),
Land of Plenty (Angst and Alienation in America) (2004),
Land of the Dead (2005),
Land of the Lost (2009),
"Langoliers, The (1995)",
Lantana (2001),
Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),
Lara Croft Tomb Raider: The Cradle of Life (2003),
Lara Croft: Tomb Raider (2001),
Larger Than Life (1996),
Larry Crowne (2011),
Larry David: Curb Your Enthusiasm (1999),
Lars and the Real Girl (2007),
Lassie (1994),
Last Action Hero (1993),
"Last Airbender, The (2010)",
"Last Boy Scout, The (1991)",
"Last Castle, The (2001)",
Last Dance (1996),
Last Days (2005),
"Last Days of Disco, The (1998)",
"Last Days, The (1998)",
"Last Detail, The (1973)",
"Last Dragon, The (1985)",
"Last Emperor, The (1987)",
Last Exit to Brooklyn (1989),
"Last Exorcism, The (2010)",
Last Holiday (1950),
Last Holiday (2006),
"Last House on the Left, The (1972)",
Last Hurrah for Chivalry (Hao xia) (1979),
"Last King of Scotland, The (2006)",
"Last Kiss, The (2006)",
"Last Kiss, The (Ultimo bacio, L') (2001)",
"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)",
Last Knights (2015),
"Last Legion, The (2007)",
Last Life in the Universe (Ruang rak noi nid mahasan) (2003),
Last Man Standing (1996),
"Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)",
"Last Metro, The (Dernier métro, Le) (1980)",
"Last Mimzy, The (2007)",
Last Night (1998),
Last Orders (2001),
"Last Picture Show, The (1971)",
"Last Samurai, The (2003)",
"Last Seduction, The (1994)",
Last Shift (2014),
"Last Song, The (2010)",
"Last Stand, The (2013)",
"Last Starfighter, The (1984)",
"Last Supper, The (1995)",
Last Tango in Paris (Ultimo tango a Parigi) (1972),
"Last Temptation of Christ, The (1988)",
Last Train Home (2009),
"Last Unicorn, The (1982)",
Last Vegas (2013),
"Last Waltz, The (1978)",
"Last Wave, The (1977)",
"Last Wedding, The (Kivenpyörittäjän kylä) (1995)",
"Last Winter, The (2006)",
Last Year's Snow Was Falling (1983),
Last of the Dogmen (1995),
"Last of the Mohicans, The (1992)",
Late Marriage (Hatuna Meuheret) (2001),
Late Night Shopping (2001),
Late Night with Conan O'Brien: The Best of Triumph the Insult Comic Dog (2004),
"Late Shift, The (1996)",
Latter Days (2003),
Laura (1944),
Laurel Canyon (2002),
"Lavender Hill Mob, The (1951)",
Law Abiding Citizen (2009),
"Law of Desire (Ley del deseo, La) (1987)",
Lawless (2012),
Lawnmower Man 2: Beyond Cyberspace (1996),
"Lawnmower Man, The (1992)",
Lawrence of Arabia (1962),
Laws of Attraction (2004),
Layer Cake (2004),
Le Maître d'école (1981),
"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",
"League of Ordinary Gentlemen, A (2004)",
"League of Their Own, A (1992)",
Lean on Me (1989),
Leap Year (2010),
Leap of Faith (1992),
Leatherheads (2008),
Leave It to Beaver (1997),
Leaves of Grass (2009),
Leaving Las Vegas (1995),
"Ledge, The (2011)",
Lee Daniels' The Butler (2013),
Left Behind: The Movie (2000),
Legal Eagles (1986),
Legally Blonde (2001),
"Legally Blonde 2: Red, White & Blonde (2003)",
Legend (1985),
Legend (2015),
Legend No. 17 (2013),
"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",
"Legend of Bagger Vance, The (2000)",
"Legend of Drunken Master, The (Jui kuen II) (1994)",
"Legend of Hell House, The (1973)",
"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)",
"Legend of Sleepy Hollow, The (1949)",
"Legend of Sleepy Hollow, The (1980)",
"Legend of Zorro, The (2005)",
Legend of the Guardians: The Owls of Ga'Hoole (2010),
"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993)",
Legends of the Fall (1994),
Legion (2010),
Legionnaire (1998),
Lemonade (2016),
Lemony Snicket's A Series of Unfortunate Events (2004),
Leningrad Cowboys Go America (1989),
Lenny (1974),
Leonard Part 6 (1987),
"Leopard, The (Gattopardo, Il) (1963)",
Leprechaun (1993),
Leprechaun 2 (1994),
Leprechaun 3 (1995),
Leprechaun 4: In Space (1997),
Less Than Zero (1987),
Lesson Faust (1994),
Let It Be Me (1995),
Let It Ride (1989),
Let It Snow (1999),
Let Me In (2010),
Let the Bullets Fly (2010),
Let the Right One In (Låt den rätte komma in) (2008),
Let's Be Cops (2014),
Let's Get Harry (1986),
Let's Go to Prison (2006),
Lethal Weapon (1987),
Lethal Weapon 2 (1989),
Lethal Weapon 3 (1992),
Lethal Weapon 4 (1998),
"Letter to Three Wives, A (1949)",
"Letter, The (1940)",
Letters from Iwo Jima (2006),
Letters to Juliet (2010),
Leviathan (2014),
Levity (2003),
"Liability, The (2012)",
Liam (2000),
Liar Liar (1997),
"Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman, A (2012)",
Libeled Lady (1936),
Liberal Arts (2012),
"Libertine, The (2004)",
Liberty Heights (1999),
"Librarian, The: The Curse of the Judas Chalice (2008)",
"Librarian: Quest for the Spear, The (2004)",
"Librarian: Return to King Solomon's Mines, The (2006)",
Libre et assoupi (2014),
Licence to Kill (1989),
License to Drive (1988),
License to Wed (2007),
Life (1999),
Life After Beth (2014),
"Life Aquatic with Steve Zissou, The (2004)",
Life Eternal (2015),
Life Is Beautiful (La Vita è bella) (1997),
Life Is a Long Quiet River (La vie est un long fleuve tranquille) (1988),
"Life Less Ordinary, A (1997)",
Life Partners (2014),
Life Stinks (1991),
"Life and Death of Peter Sellers, The (2004)",
Life and Debt (2001),
Life as We Know It (2010),
Life as a House (2001),
"Life of David Gale, The (2003)",
"Life of Emile Zola, The (1937)",
Life of Pi (2012),
Life or Something Like It (2002),
Life with Father (1947),
Life with Mikey (1993),
Life-Size (2000),
Lifeboat (1944),
Lifeforce (1985),
"Lifeguard, The (2013)",
Lifted (2006),
Light Years (Gandahar) (1988),
Lightning Jack (1994),
Lightning in a Bottle (2004),
Lights Out (2016),
Lights in the Dusk (Laitakaupungin valot) (2006),
Like Crazy (2011),
"Like Father, Like Son (1987)",
Like Mike (2002),
Like Stars on Earth (Taare Zameen Par) (2007),
Like Water for Chocolate (Como agua para chocolate) (1992),
Lilies of the Field (1963),
Lilo & Stitch (2002),5
Lilting (2014),
Lilya 4-Ever (Lilja 4-ever) (2002),
Limbo (1999),
Limelight (1952),
"Limey, The (1999)",
Limitless (2011),
"Limits of Control, The (2009)",
Lincoln (2012),
"Lincoln Lawyer, The (2011)",
"Line King: The Al Hirschfeld Story, The (1996)",
Lion (2016),
"Lion King 1½, The (2004)",
"Lion King II: Simba's Pride, The (1998)",
"Lion King, The (1994)",
"Lion in Winter, The (1968)",
Lionheart (1990),
Lions For Lambs (2007),
Liquid Truth (2017),
Little Ashes (2008),
Little Big League (1994),
Little Big Man (1970),
Little Big Soldier (Da bing xiao jiang) (2010),
Little Black Book (2004),
Little Boxes (2017),
Little Buddha (1993),
Little Caesar (1931),
Little Children (2006),
Little Darlings (1980),
Little Dieter Needs to Fly (1997),
"Little Drummer Boy, The (1968)",
Little Fockers (2010),
"Little Foxes, The (1941)",
Little Giants (1994),4
"Little Girl Who Lives Down the Lane, The (1976)",
Little Lord Fauntleroy (1936),
Little Man (2006),
Little Man Tate (1991),
"Little Mermaid, The (1989)",
Little Miss Marker (1980),
Little Miss Sunshine (2006),
Little Monsters (1989),
Little Murders (1971),
Little Nemo: Adventures in Slumberland (1992),
Little Nicky (2000),
Little Nikita (1988),
"Little Princess, A (1995)",
"Little Princess, The (1939)",
"Little Rascals, The (1994)",5
Little Shop of Horrors (1986),
"Little Shop of Horrors, The (1960)",
"Little Vampire, The (2000)",
Little Voice (1998),
Little Women (1933),
Little Women (1949),
Little Women (1994),
Live Flesh (Carne trémula) (1997),
Live Free or Die Hard (2007),
Live Nude Girls (1995),
Live Wire (1992),
Live and Let Die (1973),
"Lives of Others, The (Das leben der Anderen) (2006)",
"Living Daylights, The (1987)",
Living Out Loud (1998),
Living in Oblivion (1995),
"Lizzie McGuire Movie, The (2003)",
Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),
Local Hero (1983),
"Lock, Stock & Two Smoking Barrels (1998)",
Locke (2013),
Lockout (2012),
"Lodger: A Story of the London Fog, The (1927)",
Logan (2017),
Logan Lucky (2017),
Logan's Run (1976),
Lola Montès (1955),
Lola Versus (2012),
Lolita (1962),
Lolita (1997),
London (2005),
London Boulevard (2010),
London Has Fallen (2016),
London Town (2016),
"Lone Ranger, The (2013)",
Lone Star (1996),
Lone Survivor (2013),
Lonely Are the Brave (1962),
"Lonely Guy, The (1984)",
Lonesome Dove (1989),
Long Day's Journey Into Night (1962),
"Long Good Friday, The (1980)",
"Long Goodbye, The (1973)",
"Long Kiss Goodnight, The (1996)",
Long Live Ghosts! (1977),
Long Night's Journey Into Day (2000),
"Long Walk Home, The (1990)",
"Long, Hot Summer, The (1958)",
"Longest Day, The (1962)",
"Longest Yard, The (1974)",
"Longest Yard, The (2005)",
Look Who's Talking (1989),
Look Who's Talking Now (1993),
Look Who's Talking Too (1990),
Looker (1981),
Looking for Comedy in the Muslim World (2005),
Looking for Richard (1996),
"Lookout, The (2007)",
Looney Tunes: Back in Action (2003),
Looper (2012),
Loose Cannons (1990),
Lord of Illusions (1995),
Lord of War (2005),
Lord of the Flies (1963),
Lord of the Flies (1990),
"Lord of the Rings, The (1978)",
"Lord of the Rings: The Fellowship of the Ring, The (2001)",
"Lord of the Rings: The Return of the King, The (2003)",
"Lord of the Rings: The Two Towers, The (2002)",
Lords of Dogtown (2005),
"Lords of Flatbush, The (1974)",
"Lords of Salem, The (2012)",
Lorenzo's Oil (1992),
Los Angeles Plays Itself (2003),
Loser (1991),
Loser (2000),
"Losers, The (2010)",
Losin' It (1983),
Losing Isaiah (1995),
"Loss of Sexual Innocence, The (1999)",
Lost & Found (1999),
"Lost Boys, The (1987)",
Lost Highway (1997),
Lost Horizon (1937),
"Lost Skeleton of Cadavra, The (2002)",
"Lost Weekend, The (1945)",
"Lost World: Jurassic Park, The (1997)",
Lost and Delirious (2001),
Lost in America (1985),
Lost in Austen (2008),
Lost in La Mancha (2002),
Lost in Space (1998),
Lost in Translation (2003),
Lost in the Sun (2015),
"Lot Like Love, A (2005)",
Louis C.K.: Chewed Up (2008),
Louis C.K.: Hilarious (2010),
Louis C.K.: Live at The Comedy Store (2015),
Louis C.K.: Live at the Beacon Theater (2011),
Louis C.K.: Oh My God (2013),
Louis C.K.: Shameless (2007),
Louis Theroux: Law & Disorder (2008),
Love & Human Remains (1993),
Love & Mercy (2014),
Love (2015),
Love Actually (2003),
Love Affair (1939),
Love Affair (1994),
"Love Bug, The (1969)",
Love Crazy (1941),
Love Exposure (Ai No Mukidashi) (2008),
"Love Guru, The (2008)",
Love Is a Many-Splendored Thing (1955),
Love Is the Devil (1998),
Love Jones (1997),
Love Lasts Three Years (L'amour dure trois ans) (2011),
"Love Letter, The (1999)",
Love Live! The School Idol Movie (2015),
Love Liza (2002),
Love Me If You Dare (Jeux d'enfants) (2003),
Love Me Tender (1956),
Love Potion #9 (1992),
Love Serenade (1996),
"Love Song for Bobby Long, A (2004)",
Love Story (1970),
Love and Basketball (2000),
Love and Death (1975),
Love and Death on Long Island (1997),
Love and Other Catastrophes (1996),
Love and Other Disasters (2006),
Love and Other Drugs (2010),
Love and Pigeons (1985),
Love and a .45 (1994),
Love at First Bite (1979),
Love in the Afternoon (1957),
Love's Labour's Lost (2000),
"Love, Rosie (2014)",
"Love, Simon (2018)",
"Loved Ones, The (2009)",
Lovely & Amazing (2001),
"Lovely Bones, The (2009)",
Lover Come Back (1961),
"Lover, The (Amant, L') (1992)",
Loverboy (1989),
Lovers & Leavers (Kuutamolla) (2002),
"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",
Lovesick (2014),
Loving Vincent (2017),
"Low Down Dirty Shame, A (1994)",
Lucas (1986),
Luck by Chance (2009),
Lucky Break (2001),
Lucky Number Slevin (2006),
"Lucky One, The (2012)",
Lucky You (2007),
Lucy (2014),
Lumberjack Man (2015),
Lumumba (2000),
Luna Papa (1999),
Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),
Lust for Life (1956),
"Lust, Caution (Se, jie) (2007)",
Luther (2003),
Luxo Jr. (1986),
"Luzhin Defence, The (2000)",
Lynne Koplitz: Hormonal Beast (2017),
Léon: The Professional (a.k.a. The Professional) (Léon) (1994),
M (1931),
M*A*S*H (a.k.a. MASH) (1970),
M. Butterfly (1993),
"M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les) (1953)",
MacArthur (1977),
MacGruber (2010),
MacGyver: Lost Treasure of Atlantis (1994),
MacGyver: Trail to Doomsday (1994),
Macbeth (2015),
"Macbeth (a.k.a. Tragedy of Macbeth, The) (1971)",
Machete (2010),
Machete Kills (Machete 2) (2013),
"Machine Girl, The (Kataude mashin gâru) (2008)",
"Mack, The (1973)",
Mackenna's Gold (1969),
Mad City (1997),
Mad Dog and Glory (1993),
Mad Hot Ballroom (2005),
Mad Love (1995),
Mad Max (1979),
Mad Max Beyond Thunderdome (1985),
Mad Max: Fury Road (2015),
Madagascar (2005),5
Madagascar 3: Europe's Most Wanted (2012),
Madagascar: Escape 2 Africa (2008),
Madame Bovary (1991),
Madame Sousatzka (1988),
Made (2001),
Made in America (1993),
Made in Dagenham (2010),
Made in Heaven (1987),
Made of Honor (2008),
Madeline (1998),4
Madhouse (1990),
Madly in Love (1981),
"Madness of King George, The (1994)",
Madonna: Truth or Dare (1991),
Maelström (2000),
"Magdalene Sisters, The (2002)",
Maggie (2015),
Maggie's Plan (2015),
Magic Mike (2012),
Magic Mike XXL (2015),
Magic in the Moonlight (2014),
"Magnificent Ambersons, The (1942)",
"Magnificent Seven, The (1960)",
Magnolia (1999),
Magnum Force (1973),
Maid in Manhattan (2002),
Maid to Order (1987),
"Maiden Heist, The (2009)",
Maidens in Uniform (Mädchen in Uniform) (1931),
"Majestic, The (2001)",
Major Dundee (1965),
Major League (1989),
Major League II (1994),
Major League: Back to the Minors (1998),
Major Payne (1995),
"Major and the Minor, The (1942)",
Make Way for Tomorrow (1937),
Making Mr. Right (1987),
Making a Murderer (2015),
Making the Grade (1984),
Malcolm X (1992),
Male Hunt (1964),
Maleficent (2014),
Malibu's Most Wanted (2003),
Malice (1993),
Mallrats (1995),
"Maltese Falcon, The (1941)",
"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",
Malèna (2000),
Mambo Italiano (2003),
"Mambo Kings, The (1992)",
Mamma Mia! (2008),
Mamma Mia: Here We Go Again! (2018),
"Man Apart, A (2003)",
Man Bites Dog (C'est arrivé près de chez vous) (1992),
"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)",
Man Trouble (1992),
Man Up (2015),
"Man Vanishes, A (Ningen Johatsu) (1967)",
"Man Who Came to Dinner, The (1942)",
"Man Who Cried, The (2000)",
"Man Who Fell to Earth, The (1976)",
"Man Who Knew Too Little, The (1997)",
"Man Who Knew Too Much, The (1934)",
"Man Who Knew Too Much, The (1956)",
"Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)",
"Man Who Shot Liberty Valance, The (1962)",
"Man Who Wasn't There, The (2001)",
"Man Who Would Be King, The (1975)",
"Man Without a Face, The (1993)",
"Man Without a Past, The (Mies vailla menneisyyttä) (2002)",
"Man and a Woman, A (Un homme et une femme) (1966)",
"Man for All Seasons, A (1966)",
"Man from Earth, The (2007)",
"Man from Elysian Fields, The (2001)",
"Man from Snowy River, The (1982)",
"Man in the Iron Mask, The (1998)",
"Man in the White Suit, The (1951)",
Man of Aran (1934),
"Man of No Importance, A (1994)",
Man of Steel (2013),
Man of Tai Chi (2013),
Man of the House (1995),
Man of the House (2005),
Man of the Year (1995),
Man of the Year (2006),
Man on Fire (2004),
Man on High Heels (2014),
Man on Wire (2008),
Man on a Ledge (2012),
Man on the Flying Trapeze (1935),
Man on the Moon (1999),
"Man on the Train (Homme du train, L') (2002)",
"Man with Two Brains, The (1983)",
"Man with the Golden Arm, The (1955)",
"Man with the Golden Gun, The (1974)",
"Man with the Iron Fists, The (2012)",
"Man with the Movie Camera, The (Chelovek s kino-apparatom) (1929)",
Man's Best Friend (1993),
"Man, The (2005)",
Manchester by the Sea (2016),
"Manchurian Candidate, The (1962)",
"Manchurian Candidate, The (2004)",
Mandela: Long Walk to Freedom (2013),
Manderlay (2005),
Manhattan (1979),
Manhattan Murder Mystery (1993),
"Manhattan Project, The (1986)",
Manhunter (1986),
Maniac (2012),
Maniac Cop (1988),
Maniac Cop 2 (1990),
Manic (2001),
Mannequin (1987),
Mannequin 2: On the Move (1991),
Manon of the Spring (Manon des sources) (1986),
Mansfield Park (1999),
Manufactured Landscapes (2006),
Manufacturing Consent: Noam Chomsky and the Media (1992),
"Many Adventures of Winnie the Pooh, The (1977)",
Maps to the Stars (2014),
Marat/Sade (1966),
Marathon Man (1976),
Marauders (2016),
"March of the Penguins (Marche de l'empereur, La) (2005)",
Margaret (2011),
Margin Call (2011),
Margot at the Wedding (2007),
Maria Bamford: Old Baby,
Maria Bamford: The Special Special Special! (2012),
"Maria Full of Grace (Maria, Llena eres de gracia) (2004)",
"Mariachi, El (1992)",
Marie Antoinette (2006),
"Marine, The (2006)",
Marius and Jeanette (Marius et Jeannette) (1997),
"Mark of Zorro, The (1940)",
Marked for Death (1990),
Marley & Me (2008),
Marley (2012),
Marnie (1964),
Marooned in Iraq (Gomgashtei dar Aragh) (2002),
"Marriage of Maria Braun, The (Ehe der Maria Braun, Die) (1979)",
Married to the Mob (1988),
Mars Attacks! (1996),4
Mars Needs Moms (2011),
Martha Marcy May Marlene (2011),
Martin (1977),
Martin Lawrence Live: Runteldat (2002),
Marty (1955),
Marvel One-Shot: Agent Carter (2013),
Marvel One-Shot: Item 47 (2012),
Marvin's Room (1996),
Marwencol (2010),
Mary Poppins (1964),
Mary Reilly (1996),
Mary Shelley's Frankenstein (Frankenstein) (1994),
Mary and Max (2009),
Mary of Scotland (1936),
Mask (1985),
"Mask of Zorro, The (1998)",
"Mask, The (1994)",
Masked & Anonymous (2003),
Masked Avengers (1981),
"Masque of the Red Death, The (1964)",
Masquerade (1988),
Massu Engira Maasilamani (2015),
Master and Commander: The Far Side of the World (2003),
"Master of Disguise, The (2002)",
Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975),
"Master, The (2012)",
Masterminds (1997),
Masterminds (2016),
Masters of the Universe (1987),
"Matador, The (2005)",
"Match Factory Girl, The (Tulitikkutehtaan tyttö) (1990)",
Match Point (2005),
"MatchMaker, The (1997)",
Matchstick Men (2003),
Material Girls (2006),
Matewan (1987),
Matilda (1996),4
Matinee (1993),
"Matrix Reloaded, The (2003)",
"Matrix Revolutions, The (2003)",
"Matrix, The (1999)",
Maurice (1987),
Maverick (1994),
Max (2002),
Max Dugan Returns (1983),
Max Keeble's Big Move (2001),
Max Manus (2008),
Max Payne (2008),
"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders (2006)",
Maximum Overdrive (1986),
Maximum Ride (2016),
Maximum Risk (1996),
May (2002),
Maya Lin: A Strong Clear Vision (1994),
Maybe Baby (2000),
Mayhem (2017),
Mayor of the Sunset Strip (2003),
Maz Jobrani: Immigrant (2017),
"Maze Runner, The (2014)",
Maze Runner: Scorch Trials (2015),
Maze Runner: The Death Cure (2018),
McCabe & Mrs. Miller (1971),
"McFarland, USA (2015)",
McHale's Navy (1997),
Me Him Her (2015),
Me Myself I (2000),
Me Without You (2001),
Me and Earl and the Dying Girl (2015),
Me and You and Everyone We Know (2005),
Me and you (io e te) (2012),
"Me, Myself & Irene (2000)",
Mean Creek (2004),
Mean Girls (2004),
Mean Machine (2001),
Mean Streets (1973),
Meantime (1984),
Meatballs (1979),
Meatballs 4 (1992),
Meatballs III (1987),
Meatballs Part II (1984),
"Mechanic, The (2011)",
"Medallion, The (2003)",
Medicine Man (1992),
Mediterraneo (1991),
Meet Dave (2008),
Meet Joe Black (1998),
Meet John Doe (1941),
Meet Me in St. Louis (1944),
Meet Wally Sparks (1997),
Meet the Applegates (1991),
Meet the Feebles (1989),
Meet the Fockers (2004),
Meet the Parents (2000),
Meet the Robinsons (2007),
Meet the Spartans (2008),
Mega Shark vs. Crocosaurus (2010),
Megamind (2010),
Melancholia (2011),
Melinda and Melinda (2004),
Melvin and Howard (1980),
Memento (2000),
Memoirs of a Geisha (2005),
Memoirs of an Invisible Man (1992),
Memories (Memorîzu) (1995),
Memories of Me (1988),
Memories of Murder (Salinui chueok) (2003),
Memphis Belle (1990),
Men & Chicken (2015),
"Men Who Stare at Goats, The (2009)",
Men at Work (1990),
Men in Black (a.k.a. MIB) (1997),4.5
Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),4
Men in Black III (M.III.B.) (M.I.B.³) (2012),
Men of Honor (2000),
Men with Brooms (2002),
"Men, Women & Children (2014)",
Menace II Society (1993),
Mental (2012),
Mephisto (1981),
Merantau (2009),
"Merchant of Venice, The (2004)",
Merci Patron ! (2016),
Mercury Plains (2016),
Mercury Rising (1998),
Merlin (1998),
Mermaids (1990),
Merry Madagascar (2009),
Meshes of the Afternoon (1943),
Mesrine: Killer Instinct (L'instinct de mort) (2008),
Mesrine: Public Enemy #1 (L'ennemi public n°1) (2008),
Message in a Bottle (1999),
"Messenger, The (2009)",
"Messenger: The Story of Joan of Arc, The (1999)",
"Messengers, The (2007)",
Metal: A Headbanger's Journey (2005),
Metallica: Some Kind of Monster (2004),
Meteor (1979),
"Meteor Man, The (1993)",
Metro (1997),
Metroland (1997),
Metropia (2009),
Metropolis (1927),
Metropolis (2001),
Metropolitan (1990),
"Mexican, The (2001)",
Mezzo Forte (1998),
Miami Blues (1990),
Miami Rhapsody (1995),
Miami Vice (2006),
Michael (1996),
Michael Clayton (2007),
Michael Collins (1996),
Michael Jackson's Thriller (1983),
Michael Jordan to the Max (2000),
Mickey Blue Eyes (1999),
Mickey's Once Upon a Christmas (1999),
Mickey's The Prince and the Pauper (1990),
Micmacs (Micmacs à tire-larigot) (2009),
